-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2016 through 12/31/2025 in LST
Location: Latitude  -2.5547   Longitude 120.3242 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 658.23 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
WSC                    MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Airport: flat rough grass (airportgrass) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,WS10M,T2M,PRECTOTCORR,PS,ALLSKY_KT,WSC
2022,2,20,20,0.0,0.0,0.0,1.31,22.21,32.14,93.7,-999.0,2.0
2022,2,20,21,0.0,0.0,0.0,1.2,22.11,31.85,93.75,-999.0,1.74
2022,2,20,22,0.0,0.0,0.0,1.31,22.0,31.49,93.76,-999.0,1.71
2022,2,20,23,0.0,0.0,0.0,1.1,22.06,31.98,93.72,-999.0,1.29
2022,2,21,0,0.0,0.0,0.0,0.74,21.82,26.31,93.64,-999.0,0.93
2022,2,21,1,0.0,0.0,0.0,0.83,21.61,17.63,93.58,-999.0,1.08
2022,2,21,2,0.0,0.0,0.0,1.05,21.35,10.75,93.56,-999.0,1.44
2022,2,21,3,0.0,0.0,0.0,1.52,21.1,6.53,93.56,-999.0,2.29
2022,2,21,4,0.0,0.0,0.0,1.81,20.86,5.01,93.57,-999.0,2.78
2022,2,21,5,0.0,0.0,0.0,1.8,20.7,3.75,93.6,-999.0,2.69
2022,2,21,6,15.77,8.56,19.6,1.56,20.95,2.49,93.69,0.13,2.03
2022,2,21,7,111.3,23.37,89.53,1.22,21.37,2.56,93.8,0.24,1.4
2022,2,21,8,249.4,7.42,202.74,1.08,21.57,0.74,93.88,0.32,1.16
2022,2,21,9,356.88,22.1,267.54,1.02,22.01,1.23,93.87,0.34,1.06
2022,2,21,10,495.3,7.4,361.91,0.85,22.83,1.79,93.82,0.4,0.94
2022,2,21,11,505.8,9.62,355.58,0.83,23.47,2.77,93.77,0.37,0.87
2022,2,21,12,483.58,13.81,343.11,0.9,23.68,4.84,93.7,0.35,0.91
2022,2,21,13,447.27,26.6,288.32,1.0,23.7,5.78,93.63,0.35,0.98
2022,2,21,14,351.52,8.62,261.93,0.85,23.56,5.97,93.6,0.31,0.83
2022,2,21,15,247.8,36.55,165.97,0.56,23.32,6.27,93.59,0.28,0.53
2022,2,21,16,137.65,27.43,116.83,0.27,22.99,5.89,93.6,0.23,0.26
2022,2,21,17,46.97,10.51,45.83,0.18,22.3,5.02,93.66,0.18,0.14
2022,2,21,18,0.0,0.0,0.0,0.5,21.66,3.69,93.72,-999.0,0.64
2022,2,21,19,0.0,0.0,0.0,0.9,21.43,2.68,93.78,-999.0,1.13
2022,2,21,20,0.0,0.0,0.0,1.15,21.16,1.71,93.83,-999.0,1.47
2022,2,21,21,0.0,0.0,0.0,1.3,20.89,1.36,93.87,-999.0,1.7
2022,2,21,22,0.0,0.0,0.0,1.41,20.6,1.23,93.87,-999.0,1.91
2022,2,21,23,0.0,0.0,0.0,1.5,20.31,1.03,93.84,-999.0,2.11
2022,2,22,0,0.0,0.0,0.0,1.57,20.05,0.72,93.78,-999.0,2.25
2022,2,22,1,0.0,0.0,0.0,1.71,19.82,0.72,93.72,-999.0,2.46
2022,2,22,2,0.0,0.0,0.0,1.83,19.62,0.82,93.66,-999.0,2.61
2022,2,22,3,0.0,0.0,0.0,1.83,19.48,0.83,93.63,-999.0,2.63
2022,2,22,4,0.0,0.0,0.0,1.78,19.33,0.82,93.65,-999.0,2.55
2022,2,22,5,0.0,0.0,0.0,1.8,19.17,0.63,93.69,-999.0,2.56
2022,2,22,6,26.27,12.41,29.77,1.85,19.68,0.38,93.75,0.21,2.56
2022,2,22,7,156.88,31.11,126.32,2.06,20.81,0.39,93.82,0.33,2.13
2022,2,22,8,325.9,9.73,264.92,1.71,22.3,1.62,93.9,0.41,1.67
2022,2,22,9,478.45,27.52,334.46,1.54,24.29,0.93,93.91,0.46,1.67
2022,2,22,10,636.75,52.83,455.58,1.57,25.7,0.3,93.86,0.51,1.74
2022,2,22,11,661.42,19.4,463.68,1.69,26.5,0.49,93.77,0.49,1.87
2022,2,22,12,640.2,11.63,455.44,1.78,26.94,1.09,93.69,0.47,1.93
2022,2,22,13,570.97,5.58,409.32,1.72,27.0,2.71,93.61,0.44,1.82
2022,2,22,14,458.1,0.77,343.39,1.45,26.77,3.48,93.58,0.4,1.49
2022,2,22,15,378.35,12.96,292.97,1.04,26.11,4.17,93.59,0.42,1.03
2022,2,22,16,211.5,9.29,181.18,0.6,25.28,5.56,93.64,0.36,0.83
2022,2,22,17,76.22,26.11,67.24,0.7,24.26,6.01,93.71,0.29,0.9
2022,2,22,18,0.0,0.0,0.0,0.74,23.22,4.4,93.78,-999.0,0.95
2022,2,22,19,0.0,0.0,0.0,0.92,22.8,3.31,93.85,-999.0,1.06
2022,2,22,20,0.0,0.0,0.0,0.96,22.47,2.67,93.91,-999.0,1.08
2022,2,22,21,0.0,0.0,0.0,1.07,22.15,2.17,93.96,-999.0,1.23
2022,2,22,22,0.0,0.0,0.0,1.23,21.71,1.74,93.97,-999.0,1.45
2022,2,22,23,0.0,0.0,0.0,1.3,21.35,1.28,93.94,-999.0,1.63
2022,2,23,0,0.0,0.0,0.0,1.35,21.06,1.34,93.88,-999.0,1.81
2022,2,23,1,0.0,0.0,0.0,1.46,20.72,1.28,93.82,-999.0,2.01
2022,2,23,2,0.0,0.0,0.0,1.67,20.36,1.38,93.79,-999.0,2.29
2022,2,23,3,0.0,0.0,0.0,1.9,19.96,2.19,93.78,-999.0,2.6
2022,2,23,4,0.0,0.0,0.0,2.03,19.45,2.72,93.78,-999.0,2.9
2022,2,23,5,0.0,0.0,0.0,2.07,19.03,2.92,93.81,-999.0,3.02
2022,2,23,6,31.52,10.01,34.05,2.54,19.3,1.38,93.83,0.25,3.17
2022,2,23,7,183.7,44.59,150.39,2.76,20.4,0.48,93.87,0.39,2.88
2022,2,23,8,380.0,198.67,217.81,2.62,22.18,0.05,93.9,0.48,2.73
2022,2,23,9,609.5,284.16,328.06,2.19,23.91,0.03,93.9,0.58,2.31
2022,2,23,10,666.65,327.41,314.88,1.58,25.06,0.03,93.89,0.54,1.74
2022,2,23,11,434.23,258.19,257.44,0.95,25.69,0.02,93.85,0.32,1.1
2022,2,23,12,515.2,39.86,321.64,0.46,26.05,0.02,93.8,0.38,0.6
2022,2,23,13,466.4,28.36,329.6,0.29,26.11,0.05,93.74,0.36,0.42
2022,2,23,14,443.73,20.77,328.69,0.26,25.94,0.11,93.7,0.39,0.38
2022,2,23,15,366.77,114.0,252.36,0.23,25.56,0.14,93.68,0.41,0.29
2022,2,23,16,202.02,65.08,159.93,0.09,24.98,0.15,93.69,0.34,0.16
2022,2,23,17,68.3,32.75,53.49,0.06,24.18,0.11,93.75,0.26,0.1
2022,2,23,18,0.0,0.0,0.0,0.26,23.41,0.07,93.81,-999.0,0.24
2022,2,23,19,0.0,0.0,0.0,0.08,23.05,0.04,93.86,-999.0,0.14
2022,2,23,20,0.0,0.0,0.0,0.35,22.88,0.02,93.9,-999.0,0.52
2022,2,23,21,0.0,0.0,0.0,0.51,22.73,0.01,93.96,-999.0,0.68
2022,2,23,22,0.0,0.0,0.0,0.71,22.45,0.0,93.99,-999.0,0.89
2022,2,23,23,0.0,0.0,0.0,0.95,22.06,0.0,93.95,-999.0,1.19
2022,2,24,0,0.0,0.0,0.0,1.13,21.68,0.0,93.88,-999.0,1.53
2022,2,24,1,0.0,0.0,0.0,1.2,21.34,0.0,93.81,-999.0,1.66
2022,2,24,2,0.0,0.0,0.0,1.27,21.01,0.0,93.76,-999.0,1.74
2022,2,24,3,0.0,0.0,0.0,1.41,20.7,0.0,93.75,-999.0,1.9
2022,2,24,4,0.0,0.0,0.0,1.58,20.42,0.0,93.78,-999.0,2.07
2022,2,24,5,0.0,0.0,0.0,1.71,20.16,0.0,93.8,-999.0,2.22
2022,2,24,6,32.17,6.84,36.64,1.81,20.51,0.0,93.85,0.25,2.28
2022,2,24,7,178.3,35.97,143.5,1.94,21.79,0.0,93.92,0.38,1.97
2022,2,24,8,342.73,63.21,244.17,1.45,23.66,0.11,93.97,0.44,1.47
2022,2,24,9,470.8,268.43,311.41,1.18,25.45,0.37,93.98,0.45,1.3
2022,2,24,10,682.03,130.52,471.4,1.17,26.27,0.66,93.95,0.55,1.28
2022,2,24,11,671.28,34.4,467.76,1.17,26.77,1.13,93.87,0.5,1.24
2022,2,24,12,593.22,34.15,417.79,1.05,26.86,1.86,93.78,0.43,1.08
2022,2,24,13,642.15,73.86,446.84,1.05,26.73,3.05,93.71,0.5,1.04
2022,2,24,14,558.53,52.01,334.26,1.09,26.34,3.44,93.66,0.49,1.06
2022,2,24,15,399.12,162.38,260.83,1.03,25.73,3.43,93.64,0.45,1.01
2022,2,24,16,217.6,103.68,163.22,0.91,24.97,3.78,93.67,0.37,1.08
2022,2,24,17,81.0,51.3,65.67,0.72,24.05,4.18,93.75,0.31,0.9
2022,2,24,18,0.0,0.0,0.0,0.54,23.39,3.99,93.82,-999.0,0.71
2022,2,24,19,0.0,0.0,0.0,0.49,23.21,4.08,93.87,-999.0,0.65
2022,2,24,20,0.0,0.0,0.0,0.55,23.06,3.97,93.93,-999.0,0.68
2022,2,24,21,0.0,0.0,0.0,0.59,22.89,3.59,93.98,-999.0,0.68
2022,2,24,22,0.0,0.0,0.0,0.91,22.51,2.76,93.97,-999.0,1.04
2022,2,24,23,0.0,0.0,0.0,1.12,22.12,2.15,93.93,-999.0,1.35
2022,2,25,0,0.0,0.0,0.0,1.15,21.84,1.83,93.87,-999.0,1.49
2022,2,25,1,0.0,0.0,0.0,1.19,21.5,1.38,93.8,-999.0,1.63
2022,2,25,2,0.0,0.0,0.0,1.18,21.22,1.1,93.75,-999.0,1.66
2022,2,25,3,0.0,0.0,0.0,1.28,20.99,0.81,93.74,-999.0,1.78
2022,2,25,4,0.0,0.0,0.0,1.4,20.71,0.55,93.75,-999.0,1.96
2022,2,25,5,0.0,0.0,0.0,1.41,20.49,0.3,93.78,-999.0,1.93
2022,2,25,6,32.8,0.0,39.39,1.28,20.79,0.21,93.87,0.26,1.72
2022,2,25,7,183.1,20.67,166.93,1.57,21.45,0.27,93.97,0.39,1.64
2022,2,25,8,395.42,132.02,305.45,1.59,22.13,0.11,94.02,0.5,1.59
2022,2,25,9,549.35,73.1,405.01,1.77,23.36,0.19,94.0,0.52,1.84
2022,2,25,10,710.92,270.93,461.13,1.92,24.6,0.46,93.95,0.57,2.03
2022,2,25,11,682.15,272.45,382.47,1.76,25.6,0.52,93.86,0.5,1.89
2022,2,25,12,721.55,205.97,369.05,1.42,26.27,0.57,93.76,0.53,1.56
2022,2,25,13,707.78,135.12,441.3,1.11,26.62,0.57,93.67,0.55,1.23
2022,2,25,14,431.3,43.39,241.02,0.89,26.5,0.7,93.62,0.38,1.01
2022,2,25,15,342.73,2.03,266.58,0.82,25.86,0.51,93.6,0.38,0.92
2022,2,25,16,179.07,0.85,153.76,0.69,25.08,0.58,93.61,0.3,0.85
2022,2,25,17,49.53,0.0,50.32,0.55,24.27,0.51,93.67,0.19,0.73
2022,2,25,18,0.0,0.0,0.0,0.54,23.46,0.28,93.74,-999.0,0.71
2022,2,25,19,0.0,0.0,0.0,0.68,23.01,0.25,93.8,-999.0,0.84
2022,2,25,20,0.0,0.0,0.0,0.84,22.67,0.23,93.87,-999.0,1.01
2022,2,25,21,0.0,0.0,0.0,1.02,22.26,0.23,93.93,-999.0,1.22
2022,2,25,22,0.0,0.0,0.0,1.08,21.91,0.22,93.93,-999.0,1.34
2022,2,25,23,0.0,0.0,0.0,1.13,21.73,0.16,93.89,-999.0,1.52
2022,2,26,0,0.0,0.0,0.0,1.23,21.56,0.15,93.83,-999.0,1.69
2022,2,26,1,0.0,0.0,0.0,1.33,21.45,0.12,93.78,-999.0,1.82
2022,2,26,2,0.0,0.0,0.0,1.48,21.33,0.08,93.74,-999.0,2.0
2022,2,26,3,0.0,0.0,0.0,1.6,21.25,0.04,93.71,-999.0,2.11
2022,2,26,4,0.0,0.0,0.0,1.65,21.11,0.03,93.72,-999.0,2.17
2022,2,26,5,0.0,0.0,0.0,1.67,20.94,0.03,93.75,-999.0,2.22
2022,2,26,6,26.08,10.85,29.6,2.05,21.14,0.01,93.82,0.21,2.22
2022,2,26,7,170.93,60.47,136.43,2.07,22.25,0.0,93.89,0.36,2.04
2022,2,26,8,344.48,230.98,188.11,1.78,24.05,4.62,93.93,0.44,1.84
2022,2,26,9,573.5,340.69,264.56,1.23,26.05,1.83,93.92,0.54,1.41
2022,2,26,10,724.83,217.71,373.68,0.52,27.44,0.56,93.85,0.58,0.76
2022,2,26,11,787.33,376.09,328.45,0.25,28.07,1.01,93.75,0.58,0.37
2022,2,26,12,833.78,314.43,389.68,0.44,28.3,2.65,93.65,0.61,0.27
2022,2,26,13,692.6,564.84,199.34,0.72,28.13,7.09,93.55,0.53,0.53
2022,2,26,14,636.88,348.32,313.42,0.9,27.56,9.76,93.49,0.56,0.76
2022,2,26,15,452.25,407.3,197.57,0.98,26.73,10.48,93.47,0.51,0.93
2022,2,26,16,255.15,312.27,134.29,1.08,25.84,11.98,93.51,0.43,1.16
2022,2,26,17,75.55,91.43,61.4,0.99,24.86,13.53,93.6,0.29,1.23
2022,2,26,18,0.0,0.0,0.0,0.89,24.16,17.31,93.69,-999.0,1.08
2022,2,26,19,0.0,0.0,0.0,0.87,23.88,23.46,93.78,-999.0,0.97
2022,2,26,20,0.0,0.0,0.0,0.96,23.6,30.98,93.85,-999.0,1.15
2022,2,26,21,0.0,0.0,0.0,1.05,23.3,35.49,93.89,-999.0,1.34
2022,2,26,22,0.0,0.0,0.0,1.05,23.06,36.84,93.89,-999.0,1.32
2022,2,26,23,0.0,0.0,0.0,0.98,22.89,36.21,93.84,-999.0,1.23
2022,2,27,0,0.0,0.0,0.0,0.81,22.75,36.86,93.77,-999.0,1.04
2022,2,27,1,0.0,0.0,0.0,0.6,22.72,34.97,93.71,-999.0,0.75
2022,2,27,2,0.0,0.0,0.0,0.46,22.55,29.11,93.67,-999.0,0.53
2022,2,27,3,0.0,0.0,0.0,0.41,22.37,25.13,93.65,-999.0,0.55
2022,2,27,4,0.0,0.0,0.0,0.65,22.27,20.56,93.67,-999.0,0.9
2022,2,27,5,0.0,0.0,0.0,0.74,22.21,17.24,93.71,-999.0,1.09
2022,2,27,6,35.72,14.84,40.55,0.91,22.61,18.17,93.77,0.28,1.21
2022,2,27,7,195.52,51.39,161.97,1.28,23.28,24.6,93.83,0.41,1.3
2022,2,27,8,404.4,143.72,311.17,1.3,24.18,1.15,93.89,0.51,1.37
2022,2,27,9,616.28,255.21,424.16,1.21,25.36,1.46,93.89,0.58,1.23
2022,2,27,10,725.62,143.85,500.32,1.21,25.98,1.77,93.84,0.58,1.1
2022,2,27,11,725.9,147.41,413.8,1.41,26.2,2.21,93.74,0.54,1.17
2022,2,27,12,732.4,177.38,381.49,1.68,25.9,2.61,93.62,0.53,1.48
2022,2,27,13,616.85,223.08,311.55,1.78,25.47,3.35,93.54,0.48,1.68
2022,2,27,14,479.6,149.04,247.97,1.73,25.02,4.19,93.48,0.42,1.71
2022,2,27,15,317.1,125.67,204.24,1.54,24.5,4.76,93.45,0.36,1.56
2022,2,27,16,177.27,68.36,119.91,1.26,24.04,4.88,93.47,0.3,1.32
2022,2,27,17,61.17,40.03,51.08,0.95,23.65,5.19,93.53,0.24,1.23
2022,2,27,18,0.0,0.0,0.0,0.87,23.13,6.61,93.59,-999.0,1.11
2022,2,27,19,0.0,0.0,0.0,0.93,22.92,7.93,93.65,-999.0,1.17
2022,2,27,20,0.0,0.0,0.0,1.0,22.62,8.13,93.72,-999.0,1.37
2022,2,27,21,0.0,0.0,0.0,0.98,22.38,5.71,93.8,-999.0,1.38
2022,2,27,22,0.0,0.0,0.0,0.84,22.22,3.15,93.82,-999.0,1.14
2022,2,27,23,0.0,0.0,0.0,0.93,22.01,1.88,93.79,-999.0,1.19
2022,2,28,0,0.0,0.0,0.0,1.1,21.79,0.97,93.73,-999.0,1.41
2022,2,28,1,0.0,0.0,0.0,1.32,21.6,0.51,93.69,-999.0,1.73
2022,2,28,2,0.0,0.0,0.0,1.48,21.55,0.36,93.67,-999.0,2.03
2022,2,28,3,0.0,0.0,0.0,1.62,21.47,0.29,93.67,-999.0,2.21
2022,2,28,4,0.0,0.0,0.0,1.74,21.28,0.24,93.7,-999.0,2.33
2022,2,28,5,0.0,0.0,0.0,1.84,21.01,0.18,93.74,-999.0,2.44
2022,2,28,6,45.75,153.25,29.81,2.26,21.25,0.19,93.8,0.36,2.44
2022,2,28,7,279.02,418.24,105.29,2.15,22.32,0.17,93.84,0.59,2.18
2022,2,28,8,536.4,620.45,157.61,1.91,24.26,0.34,93.88,0.68,2.01
2022,2,28,9,739.38,732.89,170.53,1.35,26.18,0.71,93.87,0.7,1.51
2022,2,28,10,837.53,755.95,157.36,1.0,27.26,1.73,93.81,0.67,1.15
2022,2,28,11,841.88,537.02,276.75,1.05,27.61,3.93,93.72,0.62,1.1
2022,2,28,12,868.42,526.26,356.78,1.09,27.45,5.93,93.63,0.63,1.07
2022,2,28,13,725.88,404.69,336.59,1.02,27.27,8.91,93.56,0.56,0.97
2022,2,28,14,575.03,193.66,317.63,0.95,26.88,10.61,93.51,0.51,0.87
2022,2,28,15,429.0,345.7,222.98,0.81,26.33,10.99,93.51,0.48,0.74
2022,2,28,16,251.62,165.19,160.44,0.61,25.62,13.37,93.55,0.43,0.57
2022,2,28,17,79.43,77.04,56.23,0.52,24.8,15.79,93.62,0.31,0.58
2022,2,28,18,0.0,0.0,0.0,0.47,24.09,19.39,93.7,-999.0,0.49
2022,2,28,19,0.0,0.0,0.0,0.25,23.81,17.77,93.76,-999.0,0.24
2022,2,28,20,0.0,0.0,0.0,0.18,23.57,14.31,93.81,-999.0,0.29
2022,2,28,21,0.0,0.0,0.0,0.32,23.33,13.39,93.85,-999.0,0.46
2022,2,28,22,0.0,0.0,0.0,0.54,23.03,11.76,93.84,-999.0,0.7
2022,2,28,23,0.0,0.0,0.0,0.85,22.64,9.3,93.79,-999.0,1.11
2022,3,1,0,0.0,0.0,0.0,1.09,22.25,7.52,93.72,-999.0,1.52
2022,3,1,1,0.0,0.0,0.0,1.28,21.93,6.65,93.64,-999.0,1.81
2022,3,1,2,0.0,0.0,0.0,1.27,21.61,5.43,93.6,-999.0,1.8
2022,3,1,3,0.0,0.0,0.0,1.07,21.33,3.72,93.61,-999.0,1.52
2022,3,1,4,0.0,0.0,0.0,1.03,21.17,2.18,93.66,-999.0,1.41
2022,3,1,5,0.0,0.0,0.0,1.49,20.87,1.27,93.7,-999.0,1.89
2022,3,1,6,33.17,23.34,35.46,1.87,21.01,0.5,93.74,0.26,2.25
2022,3,1,7,185.18,72.88,140.65,1.92,21.76,0.21,93.8,0.39,1.92
2022,3,1,8,538.2,644.88,154.12,1.35,22.99,0.08,93.84,0.68,1.27
2022,3,1,9,751.72,630.62,210.08,0.53,25.42,0.05,93.85,0.71,0.57
2022,3,1,10,912.0,703.42,240.32,0.62,27.06,0.02,93.79,0.73,0.41
2022,3,1,11,974.4,671.24,278.22,1.23,27.55,0.01,93.69,0.72,0.93
2022,3,1,12,1000.35,761.13,252.08,1.59,27.82,0.02,93.58,0.73,1.24
2022,3,1,13,802.38,521.12,319.79,1.78,27.94,0.01,93.47,0.62,1.44
2022,3,1,14,688.15,552.77,292.39,1.95,27.74,0.01,93.42,0.61,1.67
2022,3,1,15,507.25,491.13,217.66,2.08,27.12,0.02,93.4,0.57,1.94
2022,3,1,16,291.38,359.82,170.6,2.02,26.08,0.02,93.44,0.5,2.04
2022,3,1,17,92.8,94.7,78.11,1.62,25.0,0.03,93.52,0.36,1.89
2022,3,1,18,0.0,0.0,0.0,1.22,24.35,0.05,93.6,-999.0,1.49
2022,3,1,19,0.0,0.0,0.0,1.11,24.19,0.1,93.67,-999.0,1.34
2022,3,1,20,0.0,0.0,0.0,1.32,23.9,0.13,93.74,-999.0,1.49
2022,3,1,21,0.0,0.0,0.0,1.43,23.7,0.19,93.8,-999.0,1.61
2022,3,1,22,0.0,0.0,0.0,1.53,23.53,0.21,93.81,-999.0,1.74
2022,3,1,23,0.0,0.0,0.0,1.55,23.38,0.26,93.78,-999.0,1.87
2022,3,2,0,0.0,0.0,0.0,1.47,23.28,0.34,93.71,-999.0,1.99
2022,3,2,1,0.0,0.0,0.0,1.46,23.22,0.31,93.66,-999.0,2.06
2022,3,2,2,0.0,0.0,0.0,1.49,23.16,0.34,93.61,-999.0,2.05
2022,3,2,3,0.0,0.0,0.0,1.62,23.08,0.37,93.6,-999.0,2.0
2022,3,2,4,0.0,0.0,0.0,1.62,23.03,0.41,93.61,-999.0,1.97
2022,3,2,5,0.0,0.0,0.0,1.68,22.95,0.44,93.65,-999.0,2.06
2022,3,2,6,29.98,24.17,31.95,1.64,23.11,0.48,93.7,0.23,2.19
2022,3,2,7,169.85,35.73,141.49,1.86,23.86,0.56,93.77,0.36,2.21
2022,3,2,8,346.05,18.04,281.73,2.15,24.48,2.66,93.81,0.44,2.27
2022,3,2,9,588.65,200.39,332.27,2.23,24.91,2.66,93.81,0.56,2.23
2022,3,2,10,753.58,337.0,386.23,2.23,25.14,3.15,93.78,0.6,2.15
2022,3,2,11,788.33,279.67,386.83,2.0,25.55,3.16,93.7,0.58,1.86
2022,3,2,12,772.15,279.03,391.62,1.81,25.78,3.41,93.6,0.56,1.64
2022,3,2,13,690.1,343.13,335.78,1.77,25.67,3.47,93.52,0.53,1.65
2022,3,2,14,491.9,83.79,352.46,1.74,25.25,4.25,93.48,0.44,1.69
2022,3,2,15,370.33,153.63,250.04,1.6,24.98,6.07,93.48,0.42,1.59
2022,3,2,16,214.07,67.92,169.65,1.39,24.71,9.55,93.53,0.36,1.45
2022,3,2,17,74.72,25.14,59.15,1.26,24.39,11.29,93.6,0.3,1.72
2022,3,2,18,0.0,0.0,0.0,1.54,24.03,11.85,93.67,-999.0,2.22
2022,3,2,19,0.0,0.0,0.0,1.73,23.88,13.56,93.74,-999.0,2.48
2022,3,2,20,0.0,0.0,0.0,1.76,23.67,14.73,93.78,-999.0,2.47
2022,3,2,21,0.0,0.0,0.0,1.62,23.46,15.13,93.82,-999.0,2.25
2022,3,2,22,0.0,0.0,0.0,1.56,23.17,13.21,93.81,-999.0,2.1
2022,3,2,23,0.0,0.0,0.0,1.42,23.01,11.59,93.75,-999.0,1.89
2022,3,3,0,0.0,0.0,0.0,1.3,22.93,9.69,93.67,-999.0,1.67
2022,3,3,1,0.0,0.0,0.0,1.26,22.82,8.31,93.6,-999.0,1.63
2022,3,3,2,0.0,0.0,0.0,1.17,22.74,8.43,93.57,-999.0,1.51
2022,3,3,3,0.0,0.0,0.0,1.08,22.69,8.28,93.57,-999.0,1.31
2022,3,3,4,0.0,0.0,0.0,1.18,22.64,11.1,93.6,-999.0,1.31
2022,3,3,5,0.0,0.0,0.0,1.04,22.64,15.66,93.66,-999.0,1.12
2022,3,3,6,35.92,12.49,38.76,0.86,22.8,14.77,93.74,0.28,0.95
2022,3,3,7,219.3,148.26,174.96,0.79,23.33,10.09,93.81,0.46,1.01
2022,3,3,8,436.42,329.06,277.55,0.85,23.93,3.28,93.87,0.55,1.02
2022,3,3,9,607.72,237.05,292.46,0.9,24.56,2.84,93.87,0.58,1.05
2022,3,3,10,670.75,232.42,339.61,0.81,25.06,2.14,93.83,0.54,0.92
2022,3,3,11,747.92,131.36,453.69,0.62,25.51,1.53,93.75,0.55,0.73
2022,3,3,12,688.2,54.32,484.78,0.34,25.87,1.11,93.65,0.5,0.44
2022,3,3,13,616.83,31.41,437.1,0.41,25.95,0.84,93.56,0.48,0.45
2022,3,3,14,507.2,7.94,378.8,0.8,25.84,0.78,93.52,0.45,0.79
2022,3,3,15,220.8,16.44,169.87,1.08,25.47,0.91,93.52,0.25,1.08
2022,3,3,16,160.73,34.59,136.3,1.19,24.91,1.13,93.55,0.27,1.23
2022,3,3,17,57.2,28.91,53.94,1.03,24.2,1.33,93.62,0.23,1.27
2022,3,3,18,0.0,0.0,0.0,1.02,23.69,1.52,93.7,-999.0,1.42
2022,3,3,19,0.0,0.0,0.0,1.03,23.6,1.4,93.77,-999.0,1.33
2022,3,3,20,0.0,0.0,0.0,0.78,23.6,1.03,93.83,-999.0,0.93
2022,3,3,21,0.0,0.0,0.0,0.34,23.59,0.75,93.87,-999.0,0.35
2022,3,3,22,0.0,0.0,0.0,0.57,23.5,0.64,93.84,-999.0,0.53
2022,3,3,23,0.0,0.0,0.0,0.98,23.32,0.61,93.78,-999.0,0.98
2022,3,4,0,0.0,0.0,0.0,1.09,23.09,0.6,93.71,-999.0,1.11
2022,3,4,1,0.0,0.0,0.0,0.75,23.19,0.64,93.66,-999.0,0.75
2022,3,4,2,0.0,0.0,0.0,0.17,23.34,0.68,93.64,-999.0,0.17
2022,3,4,3,0.0,0.0,0.0,0.35,23.23,0.7,93.64,-999.0,0.34
2022,3,4,4,0.0,0.0,0.0,0.66,23.05,0.71,93.68,-999.0,0.65
2022,3,4,5,0.0,0.0,0.0,0.9,22.8,0.71,93.73,-999.0,0.9
2022,3,4,6,22.42,15.79,26.78,0.99,22.99,0.73,93.8,0.17,1.03
2022,3,4,7,126.53,42.49,103.92,1.04,23.57,0.76,93.85,0.27,1.07
2022,3,4,8,263.38,86.04,161.77,1.07,24.19,1.07,93.9,0.33,1.08
2022,3,4,9,427.15,43.92,246.09,1.21,24.85,1.18,93.9,0.4,1.16
2022,3,4,10,417.73,42.95,261.35,1.35,25.39,1.6,93.85,0.33,1.22
2022,3,4,11,474.4,23.74,330.65,1.4,25.79,1.67,93.79,0.35,1.19
2022,3,4,12,568.45,20.09,405.19,1.45,26.0,1.49,93.7,0.41,1.2
2022,3,4,13,461.75,5.47,330.82,1.49,26.04,1.48,93.62,0.36,1.22
2022,3,4,14,433.02,10.33,322.69,1.47,25.84,1.26,93.56,0.38,1.23
2022,3,4,15,315.88,4.54,245.38,1.45,25.46,1.26,93.53,0.36,1.27
2022,3,4,16,188.4,33.37,160.16,1.37,24.82,1.29,93.55,0.32,1.3
2022,3,4,17,62.95,11.93,61.79,1.06,23.99,1.27,93.61,0.25,1.27
2022,3,4,18,0.0,0.0,0.0,0.91,23.39,1.14,93.68,-999.0,1.2
2022,3,4,19,0.0,0.0,0.0,0.86,23.31,1.18,93.73,-999.0,1.07
2022,3,4,20,0.0,0.0,0.0,0.84,23.3,1.01,93.78,-999.0,0.95
2022,3,4,21,0.0,0.0,0.0,0.85,23.2,0.94,93.83,-999.0,0.93
2022,3,4,22,0.0,0.0,0.0,0.92,23.06,0.91,93.84,-999.0,0.99
